id,publication_id,publication_key,publication_type,type,publication_role,status,artifact_availability,title,date,version,doi,website_url,canonical_url,short_url,route_status,pdf,bytes,sha256,sha512,ots_status
2026-05-02-integrated-energy-system-planning-market-design-investment-coordination,pgd026,public_good_dossiers.integrated_energy_system_planning_market_design_investment_coordination,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Integrated Energy-System Planning, Market Design, Investment Prioritization, and International Coordination",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/integrated-energy-system-planning-market-design-investment-coordination/,https://panta-rhei.site/publications/research-briefings/public-good/integrated-energy-system-planning-market-design-investment-coordination/,https://prrp.site/pgd026,reserved,public-good-impact-dossier-2026-05-02-integrated-energy-system-planning-market-design-investment-coordination.pdf,316749,2d4907369d2d88188f818f0b1d7ba912bbdd6cbfff0b2b54ec28e9e16b2bb479,0a37db840508c9b34047d0ed7df252538372a06a3c48c7bbf2d02eb995c9f38f7603b8f2948e1fb97c75242a348f5168df2bf387ebfad29da418f5a491c1b31b,missing
2026-05-02-new-aerial-logistics-aam-airships-humanitarian-remote,pgd027,public_good_dossiers.new_aerial_logistics_aam_airships_humanitarian_remote,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,τ and New Aerial Logistics,2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/new-aerial-logistics-aam-airships-humanitarian-remote/,https://panta-rhei.site/publications/research-briefings/public-good/new-aerial-logistics-aam-airships-humanitarian-remote/,https://prrp.site/pgd027,reserved,public-good-impact-dossier-2026-05-02-new-aerial-logistics-aam-airships-humanitarian-remote.pdf,288392,39a8f74b7d78be87ad3b90793ba888d3968be842b9de4f25c97594169abab4e5,4732ab5f737123d5a48820103b1a08938d0daa822c97c8bfd553f764eb07db987a407b9f5c53b285e73c38784f76275ec14b72b136af0cd53f32a59d4a1a1712,missing
2026-05-02-ocean-logistics-maritime-routing-port-flow-green-corridors,pgd028,public_good_dossiers.ocean_logistics_maritime_routing_port_flow_green_corridors,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,τ and the Ocean Logistics Opportunity,2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/ocean-logistics-maritime-routing-port-flow-green-corridors/,https://panta-rhei.site/publications/research-briefings/public-good/ocean-logistics-maritime-routing-port-flow-green-corridors/,https://prrp.site/pgd028,reserved,public-good-impact-dossier-2026-05-02-ocean-logistics-maritime-routing-port-flow-green-corridors.pdf,288491,9ecdcebb02e3df9e491c6b8670ad68b3a507862e963c3f8dfe330c105a253740,acb667f03a8f2d10ef30f273da2a0359ca4247f858c7cf672a7bf4a298396bfba20a2301f6fca2aa55b62c17391c54a268ed00c06c58084f95d9bd3d0bc2f0ec,missing
2026-05-02-ocean-stewardship-cleanup-marine-emergency-response,pgd029,public_good_dossiers.ocean_stewardship_cleanup_marine_emergency_response,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ and Ocean Stewardship, Cleanup, and Marine Emergency Response",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/ocean-stewardship-cleanup-marine-emergency-response/,https://panta-rhei.site/publications/research-briefings/public-good/ocean-stewardship-cleanup-marine-emergency-response/,https://prrp.site/pgd029,reserved,public-good-impact-dossier-2026-05-02-ocean-stewardship-cleanup-marine-emergency-response.pdf,291661,188028ff682c004c9937006ae8dec554c6814e55f310221ca0031338c6cfdcec,992d349fab50065e0f5735a0fc413b29d60f7dbd79b9287d3ae73b1a6684eddab6e444a2cec8129d3ca515f720806a73f9c9e3329a91d81b96488a69a21a969b,missing
2026-05-02-oceans-cryosphere-tipping-long-range-resilience,pgd030,public_good_dossiers.oceans_cryosphere_tipping_long_range_resilience,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Oceans, Cryosphere, Tipping Elements, and Long-Range Resilience",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/oceans-cryosphere-tipping-long-range-resilience/,https://panta-rhei.site/publications/research-briefings/public-good/oceans-cryosphere-tipping-long-range-resilience/,https://prrp.site/pgd030,reserved,public-good-impact-dossier-2026-05-02-oceans-cryosphere-tipping-long-range-resilience.pdf,296849,3720b1c7d878c3cafe8d456991508acd8c7abb7bd00b7b5206afc7250e6ccab6,c6d94af3bd44d603709c758d3777ea3f04fc916c6875729d6b0181d6b616fcd7aeb93cba868184ada3a6c29175423f0a5cefd022e1c28d02adb0911b4bec9958,missing
2026-05-02-one-health-vector-zoonotic-spillover-climate-outbreaks,pgd031,public_good_dossiers.one_health_vector_zoonotic_spillover_climate_outbreaks,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"Tau-Grade One Health Early Warning for Vector-Borne Disease, Zoonotic Spillover, and Climate-Sensitive Outbreaks",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/one-health-vector-zoonotic-spillover-climate-outbreaks/,https://panta-rhei.site/publications/research-briefings/public-good/one-health-vector-zoonotic-spillover-climate-outbreaks/,https://prrp.site/pgd031,reserved,public-good-impact-dossier-2026-05-02-one-health-vector-zoonotic-spillover-climate-outbreaks.pdf,282128,e00d1cb3956910e94872857fdfdf070bb3394e4e7be033afe879336295344e24,dcc8c50700877854f8f70c0f89084bfc95f9b9fe8dffe03f88ed9989ce1394121145ba78c4b4c3b5811df572cbc26d6363859509ba2a7d1e318245f3131e73fd,missing
2026-05-02-operational-agro-weather-intelligence,pgd032,public_good_dossiers.operational_agro_weather_intelligence,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,Tau-Grade Operational Agro-Weather Intelligence,2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/operational-agro-weather-intelligence/,https://panta-rhei.site/publications/research-briefings/public-good/operational-agro-weather-intelligence/,https://prrp.site/pgd032,reserved,public-good-impact-dossier-2026-05-02-operational-agro-weather-intelligence.pdf,301479,ae37da179578e64bd195bba47d5b1fbcd9afa4961d6942c7204ebb75495bdcb6,6157a0586fa3ce63255bfc4c424788d400562e53aa220dc3c6f436ceaac84afd8a2e3f8977ba9433265e97ea08b5b6870aa5c749e3bd968b4c54b490b5048d62,missing
2026-05-02-pest-disease-livestock-stress-early-warning,pgd033,public_good_dossiers.pest_disease_livestock_stress_early_warning,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"Tau for Pest, Disease, and Livestock-Stress Early Warning",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/pest-disease-livestock-stress-early-warning/,https://panta-rhei.site/publications/research-briefings/public-good/pest-disease-livestock-stress-early-warning/,https://prrp.site/pgd033,reserved,public-good-impact-dossier-2026-05-02-pest-disease-livestock-stress-early-warning.pdf,254799,cd9febd126f5e93a850b24348ca6a1fcd06818c3d9cb80f794412c6911ca7a2f,78a8826f81986fe663370fed2d4446f0494d1488b4bd11e2139c94cd79416d5f0744dc377e12427534715b0f413baab9d117f0bcd1bdc33cb4c5568a3358bd67,missing
2026-05-02-precision-public-health-physiology-prevention-safer-therapeutics,pgd034,public_good_dossiers.precision_public_health_physiology_prevention_safer_therapeutics,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Precision Public Health, Physiology-Aware Prevention, and Safer Therapeutics / Response Optimization",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/precision-public-health-physiology-prevention-safer-therapeutics/,https://panta-rhei.site/publications/research-briefings/public-good/precision-public-health-physiology-prevention-safer-therapeutics/,https://prrp.site/pgd034,reserved,public-good-impact-dossier-2026-05-02-precision-public-health-physiology-prevention-safer-therapeutics.pdf,297676,ef3d9990ec90fc382783330c7beca813a5328607940a8c8a832cae574dafc0cf,604624f0b20e906bb628079a68f12b4dda429a8cfb24e96703d9e1d55c923f00fec06107fb7e28e5768ca9661b867d5a26361d48a255fc12e7711d2213625f5f,missing
2026-05-02-pv-asset-protection-storm-hardening-long-term-planning,pgd035,public_good_dossiers.pv_asset_protection_storm_hardening_long_term_planning,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for PV Asset Protection, Storm-Hardening, and Long-Term System Planning",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/pv-asset-protection-storm-hardening-long-term-planning/,https://panta-rhei.site/publications/research-briefings/public-good/pv-asset-protection-storm-hardening-long-term-planning/,https://prrp.site/pgd035,reserved,public-good-impact-dossier-2026-05-02-pv-asset-protection-storm-hardening-long-term-planning.pdf,265666,0a1f3b57532c9c0f3401219c8f1f77b58a6c2209432be9d387b55066c4f2315c,b89750b5aa0d324d149c46b2b82361f6a52c52638797e34d255ca072a22939d90bece3718c801c5a45e961fea1b122965c9abe1c3ca0f1b5957b15f7ffca500a,missing
2026-05-02-regional-adaptation-sectoral-impact-intelligence,pgd036,public_good_dossiers.regional_adaptation_sectoral_impact_intelligence,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,Tau for Regional Adaptation Planning and Sectoral Impact Intelligence,2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/regional-adaptation-sectoral-impact-intelligence/,https://panta-rhei.site/publications/research-briefings/public-good/regional-adaptation-sectoral-impact-intelligence/,https://prrp.site/pgd036,reserved,public-good-impact-dossier-2026-05-02-regional-adaptation-sectoral-impact-intelligence.pdf,273089,4302d4d7801ce3c0fc7d4d082cdd9abbd050c155abc9087a9ae67d518f2d3a99,9d104602005720b6928a5e4152007b0a5230d8c76e0243ae764f2b87a54fdbbd650ca2c7c1b939a7122352904a7e5ae0de439fa725f548a55379983c3fea3b1c,missing
2026-05-02-river-basin-groundwater-drought-flood-allocation-water-productivity,pgd037,public_good_dossiers.river_basin_groundwater_drought_flood_allocation_water_productivity,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for River-Basin, Groundwater, Drought-Flood Allocation, and Water Productivity",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/river-basin-groundwater-drought-flood-allocation-water-productivity/,https://panta-rhei.site/publications/research-briefings/public-good/river-basin-groundwater-drought-flood-allocation-water-productivity/,https://prrp.site/pgd037,reserved,public-good-impact-dossier-2026-05-02-river-basin-groundwater-drought-flood-allocation-water-productivity.pdf,296520,9cb046f25fc6e183f2a35524aa6c2d59b5b83204e2a367f1b531ebcc3ab00f5d,835cb935b2374160273c55ba8682689128d48a4740fcd76f5207c49f9748073a1c9d817754ffd677be5c45e98b0ffab7d5ec68b6f93e849091cd396bca452f24,missing
2026-05-02-seasonal-planning-disaster-anticipation-food-system-resilience,pgd038,public_good_dossiers.seasonal_planning_disaster_anticipation_food_system_resilience,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"Tau for Seasonal Planning, Disaster Anticipation, and Food-System Resilience",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/seasonal-planning-disaster-anticipation-food-system-resilience/,https://panta-rhei.site/publications/research-briefings/public-good/seasonal-planning-disaster-anticipation-food-system-resilience/,https://prrp.site/pgd038,reserved,public-good-impact-dossier-2026-05-02-seasonal-planning-disaster-anticipation-food-system-resilience.pdf,265603,f31a686a1a9d1048a3381651a54ba41f210f4154e6435685287f2fec6b4dd70e,70df23c3f28bb445c76a7cd7ec3add1978d8f2ea367e8e4c9ee10bd773bc5c980619196cafd1f698d3e1437026e6f21bbcb12b86c36d6e38dceac933de97a46b,missing
2026-05-02-solar-storage-microgrids-critical-infrastructure-resilience,pgd039,public_good_dossiers.solar_storage_microgrids_critical_infrastructure_resilience,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Solar-Plus-Storage, Microgrids, and Critical-Infrastructure Resilience",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/solar-storage-microgrids-critical-infrastructure-resilience/,https://panta-rhei.site/publications/research-briefings/public-good/solar-storage-microgrids-critical-infrastructure-resilience/,https://prrp.site/pgd039,reserved,public-good-impact-dossier-2026-05-02-solar-storage-microgrids-critical-infrastructure-resilience.pdf,304858,92c1b7c507acddbc25866e8bab13abbb8dc5b068c02d1557be7281f991ea9c13,f91b5be50ce169d5732a75a3bd7a4f9362930ae29e954fd2fa3f4a3822b0b9a5f42983314795cd1f6434c681904b6cd38e14a0077d64770e1245e7842d8dbc83,missing
2026-05-02-solar-synchronized-flexible-demand-grid-logistics,pgd040,public_good_dossiers.solar_synchronized_flexible_demand_grid_logistics,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,τ for Solar-Synchronized Flexible Demand and Grid Logistics,2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/solar-synchronized-flexible-demand-grid-logistics/,https://panta-rhei.site/publications/research-briefings/public-good/solar-synchronized-flexible-demand-grid-logistics/,https://prrp.site/pgd040,reserved,public-good-impact-dossier-2026-05-02-solar-synchronized-flexible-demand-grid-logistics.pdf,311513,234d0b30349c68b1ae0b82195fcd61a6a5c1222d754ec0a4809f7d1830991c4c,e58e6e4c6a0d1abf02d9422ceb55fe261b98bc651825a4ce1eee34219b39a9d6d13d2d71148f2d048913f364f1abc5b51d8cad45287e68af6df72319dc9e1856,missing
2026-05-02-wash-health-facilities-schools-camps-climate-vulnerable-settlements,pgd041,public_good_dossiers.wash_health_facilities_schools_camps_climate_vulnerable_settlements,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for WASH in Health Facilities, Schools, Camps, and Climate-Vulnerable Settlements",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/wash-health-facilities-schools-camps-climate-vulnerable-settlements/,https://panta-rhei.site/publications/research-briefings/public-good/wash-health-facilities-schools-camps-climate-vulnerable-settlements/,https://prrp.site/pgd041,reserved,public-good-impact-dossier-2026-05-02-wash-health-facilities-schools-camps-climate-vulnerable-settlements.pdf,270754,14a4eeff0daa1af5c0b0582c3bb62a7b02a1003c9711eda86369e4bb9818e122,cf5c369e6a9cbdce415eeabd4a3acd868b79088836b396a4228915a9946d0d389fa01c5dc52b2d0ae07c51e81355d7287f1cfc079f36246c5ed7ba4ab4bc7fe1,missing
2026-05-02-waste-systems-plastics-leakage-zero-waste,pgd042,public_good_dossiers.waste_systems_plastics_leakage_zero_waste,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Waste Systems, Plastics Leakage, Litter Interception, Municipal/Industrial Waste Operations, and Zero-Waste Transitions",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/waste-systems-plastics-leakage-zero-waste/,https://panta-rhei.site/publications/research-briefings/public-good/waste-systems-plastics-leakage-zero-waste/,https://prrp.site/pgd042,reserved,public-good-impact-dossier-2026-05-02-waste-systems-plastics-leakage-zero-waste.pdf,269917,4ccc2c3a9886b51a386331e7d49e5a569757c2eabc14ec7af4701e3634c1c5c5,1388183a69dd3b8b5406f25200a71f59b4e599ce736bd5776afee40f599d4a7309b915bac590390b4b53c388de004935ca45b36e2b4533b67d7496cb55372f01,missing
2026-05-02-wastewater-stormwater-sanitation-circular-reuse,pgd043,public_good_dossiers.wastewater_stormwater_sanitation_circular_reuse,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Wastewater, Stormwater, Sanitation, and Circular Water Reuse",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/wastewater-stormwater-sanitation-circular-reuse/,https://panta-rhei.site/publications/research-briefings/public-good/wastewater-stormwater-sanitation-circular-reuse/,https://prrp.site/pgd043,reserved,public-good-impact-dossier-2026-05-02-wastewater-stormwater-sanitation-circular-reuse.pdf,278520,63e514843548c9af0dde4022d8cdd600794ab795f39183d4ad2fbd7fa4662c40,e3b97fe71296624333390f1062e99af7295a1446f20dd5853a31455c402d65fa30dde5b31d3789e47aba84f1a1723bd1be7adfd3ba5337e7bb1613fcc1e768eb,missing
2026-05-02-wildfire-smoke-heat-compound-extreme-health-protection,pgd044,public_good_dossiers.wildfire_smoke_heat_compound_extreme_health_protection,Public-Good Briefing,public_good_briefing,translation,released,local_pdf,"τ for Wildfire, Smoke, Heat, and Compound-Extreme Health Protection",2026-05-02,v3-enriched,,https://panta-rhei.site/publications/research-briefings/public-good/wildfire-smoke-heat-compound-extreme-health-protection/,https://panta-rhei.site/publications/research-briefings/public-good/wildfire-smoke-heat-compound-extreme-health-protection/,https://prrp.site/pgd044,reserved,public-good-impact-dossier-2026-05-02-wildfire-smoke-heat-compound-extreme-health-protection.pdf,288836,1cc3dfe6b3e64f08b732b51f6c85beb16f550d70a490c7497c44cd6ad3441711,11ace74728d76c1b6a251a563f5bd0c9da64a2c8e97c962376b209d0f06e37a7b5c3a0d4645574ee2c34caea6b2afa31ee174f843c7ac4ede75e7304bec410ae,missing
book-i,rm001,research_monographs.book_i,Research Monograph,research_monograph,technical,released,external_link,Book I: Categorical Foundations,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-i/,https://panta-rhei.site/publications/books/book-i/,https://prrp.site/rm001,reserved,,0,,,not_applicable
book-ii,rm002,research_monographs.book_ii,Research Monograph,research_monograph,technical,released,external_link,Book II: Categorical Holomorphy,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-ii/,https://panta-rhei.site/publications/books/book-ii/,https://prrp.site/rm002,reserved,,0,,,not_applicable
book-iii,rm003,research_monographs.book_iii,Research Monograph,research_monograph,technical,released,external_link,Book III: Categorical Spectrum,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-iii/,https://panta-rhei.site/publications/books/book-iii/,https://prrp.site/rm003,reserved,,0,,,not_applicable
book-iv,rm004,research_monographs.book_iv,Research Monograph,research_monograph,technical,released,external_link,Book IV: Categorical Microcosm,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-iv/,https://panta-rhei.site/publications/books/book-iv/,https://prrp.site/rm004,reserved,,0,,,not_applicable
book-v,rm005,research_monographs.book_v,Research Monograph,research_monograph,technical,released,external_link,Book V: Categorical Macrocosm,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-v/,https://panta-rhei.site/publications/books/book-v/,https://prrp.site/rm005,reserved,,0,,,not_applicable
book-vi,rm006,research_monographs.book_vi,Research Monograph,research_monograph,technical,released,external_link,Book VI: Categorical Life,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-vi/,https://panta-rhei.site/publications/books/book-vi/,https://prrp.site/rm006,reserved,,0,,,not_applicable
book-vii,rm007,research_monographs.book_vii,Research Monograph,research_monograph,technical,released,external_link,Book VII: Categorical Metaphysics,2026-04-30,Second Edition,,https://panta-rhei.site/publications/books/book-vii/,https://panta-rhei.site/publications/books/book-vii/,https://prrp.site/rm007,reserved,,0,,,not_applicable
2026-04-25-structural-prior-dynamic-chirality-induced-spin-selectivity,rn002,research_notes.structural_prior_dynamic_ciss,Research Note,research_note,dialogue,released,local_pdf,A Structural Prior for Dynamic Chirality-Induced Spin Selectivity,2026-04-25,v1.0,,https://panta-rhei.site/publications/research-notes/structural-prior-dynamic-chirality-induced-spin-selectivity/,https://panta-rhei.site/publications/research-notes/structural-prior-dynamic-chirality-induced-spin-selectivity/,https://prrp.site/rn002,reserved,research-note-2026-04-25-structural-prior-dynamic-chirality-induced-spin-selectivity.pdf,175080,9f75324f1f3240d35f3f97d22edda69071c1922fd45f970ab620feda1452ae34,daa69c2cd6500e9ea1bfb9a67fd3ca8bd30c28919a4d8f184d34867d416dffa57fc32e30e254fa31bc10c2153ac25b8f72cf03a4d5f17e04fbdfa22926d9c5aa,pending
2026-04-25-inflationary-observables-without-an-inflaton,rn003,research_notes.inflationary_observables_without_inflaton,Research Note,research_note,dialogue,released,local_pdf,Inflationary Observables Without an Inflaton,2026-04-25,v1.0,,https://panta-rhei.site/publications/research-notes/inflationary-observables-without-an-inflaton/,https://panta-rhei.site/publications/research-notes/inflationary-observables-without-an-inflaton/,https://prrp.site/rn003,reserved,research-note-2026-04-25-inflationary-observables-without-an-inflaton.pdf,263090,511c700da26f1366a9b8df0c869da12e61397c2fdd79bc7c46a50c0152d9f29d,0d50d9580085ce7de53a7f0c1652af2e6268dc9cfbe3bbded7dd88143279aa3cbbf179cf453517f76ba648009e741eb3ac3c66f7d6e68ce4d70a4ef2fe947fdf,pending
2026-04-25-dark-matter-without-dark-matter-ksz-force-law,rn004,research_notes.dark_matter_mond_category_tau,Research Note,research_note,dialogue,released,local_pdf,Dark Matter vs. MOND vs. Category τ,2026-04-25,v1.0,,https://panta-rhei.site/publications/research-notes/dark-matter-without-dark-matter-ksz-force-law/,https://panta-rhei.site/publications/research-notes/dark-matter-without-dark-matter-ksz-force-law/,https://prrp.site/rn004,reserved,research-note-2026-04-25-dark-matter-without-dark-matter-ksz-force-law.pdf,276665,b450cd1735693dba9ef88bb5bf4cc861bf9c7393152e3e3e2c35dbd357f436f6,9cc9a280aa77d11abdf148ee9fff1a7ca73081e41e0748572a6646dcc152be4f5587828092d0e170be36a1a31006a88d4f04a95764fdd257b9d27473bf021a0e,pending
2026-04-25-black-holes-without-extra-dimensions,rn005,research_notes.black_hole_stability_without_extra_dimensions,Research Note,research_note,dialogue,released,local_pdf,Black Hole Stability Without Extra Dimensions,2026-04-25,v1.0,,https://panta-rhei.site/publications/research-notes/black-holes-without-extra-dimensions/,https://panta-rhei.site/publications/research-notes/black-holes-without-extra-dimensions/,https://prrp.site/rn005,reserved,research-note-2026-04-25-black-holes-without-extra-dimensions.pdf,172188,c3f6cb2c9d7b53cccf3fe497622fd40ae5534d0d054a1bc53d5855bc0cd6f309,c8c06a14ab820fe9b82d62ac580557d97b6d1a2e2e0941c88059d24d50af0de571913ca263010371554577e0b1f61f209d94aad5939b1c8deb5910d67015d204,pending
2026-04-25-arithmetic-quantum-gravity-without-singularities,rn006,research_notes.arithmetic_quantum_gravity_without_singularities,Research Note,research_note,dialogue,released,local_pdf,Arithmetic Quantum Gravity Without Singularities,2026-04-25,v1.0,,https://panta-rhei.site/publications/research-notes/arithmetic-quantum-gravity-without-singularities/,https://panta-rhei.site/publications/research-notes/arithmetic-quantum-gravity-without-singularities/,https://prrp.site/rn006,reserved,research-note-2026-04-25-arithmetic-quantum-gravity-without-singularities.pdf,171164,07fab98d6de53bbcea37329d14592f2e03272ab17fd3ccb42c96064552c6656e,98143646e4c83244347b36687b42ad990ffe829663fd1d77459852105ec1b8b7a07880604a8b39428d4510e07d825ea44a0066e2fb79d5d7ba8568d4e811b3c5,pending
2026-04-27-semantic-space-has-a-shape,rn001,research_notes.semantic_space_has_a_shape,Research Note,research_note,dialogue,released,local_pdf,Semantic Space Has a Shape,2026-04-27,v1.0,,https://panta-rhei.site/publications/research-notes/semantic-space-has-a-shape/,https://panta-rhei.site/publications/research-notes/semantic-space-has-a-shape/,https://prrp.site/rn001,reserved,research-note-2026-04-27-semantic-space-has-a-shape.pdf,170829,8736d82087bb0775576c3bd1668829ba18bbdd7be4030146f632920ed306795b,5b4f194f7420b3fe7ad91c01c111f5f5c43c0f1c06d7b64cbc580ee554b89f5cee5428518438375e59fb9a5e5f97ec50497d26b7a61fe9622e5e684d71dc4758,pending
2026-04-27-hyperfactorization-theorem,rp001,research_papers.hyperfactorization_theorem,Research Paper,research_paper,technical,released,local_pdf,The Hyperfactorization Theorem,2026-04-27,v1.0,10.5281/zenodo.19818957,https://panta-rhei.site/publications/research-papers/hyperfactorization-theorem/,https://panta-rhei.site/publications/research-papers/hyperfactorization-theorem/,https://prrp.site/rp001,reserved,research-paper-2026-04-27-hyperfactorization-theorem.pdf,162118,0c38d3a470757d8b897f787b855a3e7aa9e5190d4dfe9a6cf2af4a1ae9fd2bca,9935f2b0bbc4510a877cf6f34424e42b99028f4a6ace3d8c54951598613f1878b0d9d736033b03d476e214529cbd25649fbdc08877f46df0d1f6502977ba45aa,pending
2026-04-27-prime-polarity-theorem,rp002,research_papers.prime_polarity_theorem,Research Paper,research_paper,technical,released,local_pdf,The Prime Polarity Theorem,2026-04-27,v1.0,10.5281/zenodo.19819869,https://panta-rhei.site/publications/research-papers/prime-polarity-theorem/,https://panta-rhei.site/publications/research-papers/prime-polarity-theorem/,https://prrp.site/rp002,reserved,research-paper-2026-04-27-prime-polarity-theorem.pdf,226425,b73b0e03f96d04cf1b01f7db59a18be191ab036dbbf74b5f693e423231f5c3a6,dc32923aa6ebc32dcdb630e17ed237b3a6f3b309503f6608268777a2b6a63f95578dfbe840591ac8f0aefeac8e695def434683651fff2e4c5eccfc5c6f61d3f4,pending
2026-04-27-master-constant-iota-tau,rp003,research_papers.master_constant_iota_tau,Research Paper,research_paper,technical,released,local_pdf,The Master Constant iota_tau,2026-04-27,v1.0,10.5281/zenodo.19820352,https://panta-rhei.site/publications/research-papers/master-constant-iota-tau/,https://panta-rhei.site/publications/research-papers/master-constant-iota-tau/,https://prrp.site/rp003,reserved,research-paper-2026-04-27-master-constant-iota-tau.pdf,353226,84180344fff592421a3378452986ae11a662df7075ddd9185e91e216fe7c5c64,d2cf128aa310bf2ed690ed119a8b261c9532ac8878bda76b937367f2c66bc6ebd7faa4592662e2c98bc6b78b88eb8bbe6976d8ec48e90b22ed71ff21000e29a5,pending
2026-04-27-split-complex-boundary-algebra,rp004,research_papers.split_complex_boundary_algebra_d,Research Paper,research_paper,technical,released,local_pdf,The Split-Complex Boundary Algebra D,2026-04-27,v1.0,10.5281/zenodo.19818743,https://panta-rhei.site/publications/research-papers/split-complex-boundary-algebra/,https://panta-rhei.site/publications/research-papers/split-complex-boundary-algebra/,https://prrp.site/rp004,reserved,research-paper-2026-04-27-split-complex-boundary-algebra.pdf,299708,469543e2c5b5270b47d675253a71bfbae3cd61e01bb673efbbec2b5f7ebbd8fc,cb5eaf9b35d75d7835a998d8b968b478290b9f4ceae588a782d548acb42e6810cf1e9c8d3825ef01f7d9045f0688ea5c2722183a95be3e703aec8f78a8889003,pending
2026-04-27-tau-holomorphy-boundary-algebra,rp005,research_papers.tau_holomorphy_boundary_algebra,Research Paper,research_paper,technical,released,local_pdf,tau-Holomorphy on the Boundary Algebra,2026-04-27,v1.0,10.5281/zenodo.19818852,https://panta-rhei.site/publications/research-papers/tau-holomorphy-boundary-algebra/,https://panta-rhei.site/publications/research-papers/tau-holomorphy-boundary-algebra/,https://prrp.site/rp005,reserved,research-paper-2026-04-27-tau-holomorphy-boundary-algebra.pdf,348295,25a7f50bd3540b7a1fc29955ea247bd69af42c36b8b7a97ee9c2f7cae0292584,011c7e0b0804cc940de2decbd0078163cc75680e145f1eb34d2327a050a1659f79c4e47de930a68b90a0c39568cf1abe758556f51354608d14c99b4d959f22a6,pending
2026-04-27-tau-topos-four-valued-internal-logic,rp006,research_papers.tau_topos_four_valued_internal_logic,Research Paper,research_paper,technical,released,local_pdf,The tau-Topos and Its Four-Valued Internal Logic,2026-04-27,v1.0,10.5281/zenodo.19820194,https://panta-rhei.site/publications/research-papers/tau-topos-four-valued-internal-logic/,https://panta-rhei.site/publications/research-papers/tau-topos-four-valued-internal-logic/,https://prrp.site/rp006,reserved,research-paper-2026-04-27-tau-topos-four-valued-internal-logic.pdf,542455,353577439dcf3e245291ee4fcc68ea4274b40b9b1972917336f48d734a9cd737,6e8ad712d14aba5cc337535820e0e8469ff47ab711446450bacec4db00673a1dc57a2bfce47f5a141118eb85c925cecd842b9b1d5ef9c633c445793f14be8bb7,pending
